MDDS STC,STATE NAME,MDDS DTC,DISTRICT NAME,MDDS Sub_DT,SUB-DISTRICT NAME,MDDS PLCN,Area Name
24,GUJARAT,468,Kachchh,3721,Kachchh,506426,Kachchh
24,GUJARAT,468,Kachchh,3722,Lakhpat,506427,Lakhpat
24,GUJARAT,468,Kachchh,3722,Lakhpat,506428,Chher Nani
24,GUJARAT,468,Kachchh,3722,Lakhpat,506429,Shinapar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506430,Punrajpar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506431,Kaner
24,GUJARAT,468,Kachchh,3722,Lakhpat,506432,Lakhpat
24,GUJARAT,468,Kachchh,3722,Lakhpat,506433,Karanpar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506434,Guneri
24,GUJARAT,468,Kachchh,3722,Lakhpat,506435,Sayra
24,GUJARAT,468,Kachchh,3722,Lakhpat,506436,Mudhan
24,GUJARAT,468,Kachchh,3722,Lakhpat,506437,Siyot
24,GUJARAT,468,Kachchh,3722,Lakhpat,506438,Atdo
24,GUJARAT,468,Kachchh,3722,Lakhpat,506439,Ukher
24,GUJARAT,468,Kachchh,3722,Lakhpat,506440,Umarsar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506441,Pranpar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506442,Baiyavo
24,GUJARAT,468,Kachchh,3722,Lakhpat,506443,Maldo
24,GUJARAT,468,Kachchh,3722,Lakhpat,506444,Khengarpar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506445,Chher Moti
24,GUJARAT,468,Kachchh,3722,Lakhpat,506446,Fatehpur
24,GUJARAT,468,Kachchh,3722,Lakhpat,506447,Kapurasi
24,GUJARAT,468,Kachchh,3722,Lakhpat,506448,Koriyani
24,GUJARAT,468,Kachchh,3722,Lakhpat,506449,Mundhvay
24,GUJARAT,468,Kachchh,3722,Lakhpat,506450,Panandhro
24,GUJARAT,468,Kachchh,3722,Lakhpat,506451,Fulra
24,GUJARAT,468,Kachchh,3722,Lakhpat,506452,Akari
24,GUJARAT,468,Kachchh,3722,Lakhpat,506453,Chhuger
24,GUJARAT,468,Kachchh,3722,Lakhpat,506454,Dhareshi
24,GUJARAT,468,Kachchh,3722,Lakhpat,506455,Ghaduli
24,GUJARAT,468,Kachchh,3722,Lakhpat,506456,Lakhapar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506457,Bana
24,GUJARAT,468,Kachchh,3722,Lakhpat,506458,Jara
24,GUJARAT,468,Kachchh,3722,Lakhpat,506459,Khatiyun (Khatiya)
24,GUJARAT,468,Kachchh,3722,Lakhpat,506460,Virani
24,GUJARAT,468,Kachchh,3722,Lakhpat,506461,Khanot
24,GUJARAT,468,Kachchh,3722,Lakhpat,506462,Naredi
24,GUJARAT,468,Kachchh,3722,Lakhpat,506463,Kaiyari
24,GUJARAT,468,Kachchh,3722,Lakhpat,506464,Dhunay
24,GUJARAT,468,Kachchh,3722,Lakhpat,506465,Koteshvar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506466,Narayan Sarovar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506467,Kanoj
24,GUJARAT,468,Kachchh,3722,Lakhpat,506468,Sheh
24,GUJARAT,468,Kachchh,3722,Lakhpat,506469,Godhatad
24,GUJARAT,468,Kachchh,3722,Lakhpat,506470,Mindhiyari
24,GUJARAT,468,Kachchh,3722,Lakhpat,506471,Subhashpar(Sanandhro)
24,GUJARAT,468,Kachchh,3722,Lakhpat,506472,Dayapar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506473,Amiya
24,GUJARAT,468,Kachchh,3722,Lakhpat,506474,Haroda
24,GUJARAT,468,Kachchh,3722,Lakhpat,506475,Jumara
24,GUJARAT,468,Kachchh,3722,Lakhpat,506476,Nara
24,GUJARAT,468,Kachchh,3722,Lakhpat,506477,Junachay
24,GUJARAT,468,Kachchh,3722,Lakhpat,506478,Meghpar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506479,Dolatpar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506480,Bitiyari
24,GUJARAT,468,Kachchh,3722,Lakhpat,506481,Chamra
24,GUJARAT,468,Kachchh,3722,Lakhpat,506482,Mudiya
24,GUJARAT,468,Kachchh,3722,Lakhpat,506483,Bhudha (Budha)
24,GUJARAT,468,Kachchh,3722,Lakhpat,506484,Guhar Nani
24,GUJARAT,468,Kachchh,3722,Lakhpat,506485,Guhar Moti
24,GUJARAT,468,Kachchh,3722,Lakhpat,506486,Tahera
24,GUJARAT,468,Kachchh,3722,Lakhpat,506487,Kunri
24,GUJARAT,468,Kachchh,3722,Lakhpat,506488,Hamankhudi
24,GUJARAT,468,Kachchh,3722,Lakhpat,506489,Rodasar Lakki
24,GUJARAT,468,Kachchh,3722,Lakhpat,506490,Lakhmirani
24,GUJARAT,468,Kachchh,3722,Lakhpat,506491,Naredo
24,GUJARAT,468,Kachchh,3722,Lakhpat,506492,Baranda
24,GUJARAT,468,Kachchh,3722,Lakhpat,506493,Chakrai
24,GUJARAT,468,Kachchh,3722,Lakhpat,506494,Khadak
24,GUJARAT,468,Kachchh,3722,Lakhpat,506495,Ravareshvar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506496,Ashaldi (Suja Vandh)
24,GUJARAT,468,Kachchh,3722,Lakhpat,506497,Matana Madh
24,GUJARAT,468,Kachchh,3722,Lakhpat,506498,Denma
24,GUJARAT,468,Kachchh,3722,Lakhpat,506499,Dhrang
24,GUJARAT,468,Kachchh,3722,Lakhpat,506500,Murchbana
24,GUJARAT,468,Kachchh,3722,Lakhpat,506501,Suja Vandh
24,GUJARAT,468,Kachchh,3722,Lakhpat,506502,Samjiaro
24,GUJARAT,468,Kachchh,3722,Lakhpat,506503,Saran Moti
24,GUJARAT,468,Kachchh,3722,Lakhpat,506504,Saran Nani
24,GUJARAT,468,Kachchh,3722,Lakhpat,506505,Harudi
24,GUJARAT,468,Kachchh,3722,Lakhpat,506506,Jadva
24,GUJARAT,468,Kachchh,3722,Lakhpat,506507,Ratipar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506508,Bhujpar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506509,Mori
24,GUJARAT,468,Kachchh,3722,Lakhpat,506510,Gugariyana
24,GUJARAT,468,Kachchh,3722,Lakhpat,506511,Pipar
24,GUJARAT,468,Kachchh,3722,Lakhpat,506512,Khirsara (Gunau)
24,GUJARAT,468,Kachchh,3722,Lakhpat,506513,Gunau
24,GUJARAT,468,Kachchh,3722,Lakhpat,506514,Maniara
24,GUJARAT,468,Kachchh,3722,Lakhpat,506515,Pakho
24,GUJARAT,468,Kachchh,3722,Lakhpat,506516,Kharai
24,GUJARAT,468,Kachchh,3722,Lakhpat,506517,Kharoda
24,GUJARAT,468,Kachchh,3722,Lakhpat,506518,Julrai
24,GUJARAT,468,Kachchh,3722,Lakhpat,506519,Ramaniya
24,GUJARAT,468,Kachchh,3722,Lakhpat,506520,Junagiya
24,GUJARAT,468,Kachchh,3722,Lakhpat,506521,Ekliun
24,GUJARAT,468,Kachchh,3722,Lakhpat,506522,Sambhada
24,GUJARAT,468,Kachchh,3722,Lakhpat,506523,Kandhora
24,GUJARAT,468,Kachchh,3722,Lakhpat,506524,Kotda
24,GUJARAT,468,Kachchh,3722,Lakhpat,506525,Dedrani
24,GUJARAT,468,Kachchh,3722,Lakhpat,506526,Bhadara Nana
24,GUJARAT,468,Kachchh,3722,Lakhpat,506527,Bhadara Mota
24,GUJARAT,468,Kachchh,3723,Rapar,506528,Rapar
24,GUJARAT,468,Kachchh,3723,Rapar,506529,Lodrani (Parkara Vandh)
24,GUJARAT,468,Kachchh,3723,Rapar,506530,Versara
24,GUJARAT,468,Kachchh,3723,Rapar,506531,Jatavada (Jilar Vandh)
24,GUJARAT,468,Kachchh,3723,Rapar,506532,Dhabda
24,GUJARAT,468,Kachchh,3723,Rapar,506533,Bela
24,GUJARAT,468,Kachchh,3723,Rapar,506534,Mauvana (Shivagadh)
24,GUJARAT,468,Kachchh,3723,Rapar,506535,Vrajvani
24,GUJARAT,468,Kachchh,3723,Rapar,506536,Anandpar
24,GUJARAT,468,Kachchh,3723,Rapar,506537,Balasar
24,GUJARAT,468,Kachchh,3723,Rapar,506538,Lakda Vandh
24,GUJARAT,468,Kachchh,3723,Rapar,506539,Surba Vandh
24,GUJARAT,468,Kachchh,3723,Rapar,506540,Deshalpar
24,GUJARAT,468,Kachchh,3723,Rapar,506541,Nagalpar
24,GUJARAT,468,Kachchh,3723,Rapar,506542,Gedi
24,GUJARAT,468,Kachchh,3723,Rapar,506543,Fatehgadh
24,GUJARAT,468,Kachchh,3723,Rapar,506544,Manjuvas
24,GUJARAT,468,Kachchh,3723,Rapar,506545,Momaymora
24,GUJARAT,468,Kachchh,3723,Rapar,506546,Khandek
24,GUJARAT,468,Kachchh,3723,Rapar,506547,Hamirpar Nani
24,GUJARAT,468,Kachchh,3723,Rapar,506548,Sangadh
24,GUJARAT,468,Kachchh,3723,Rapar,506549,Selari
24,GUJARAT,468,Kachchh,3723,Rapar,506550,Thanpar
24,GUJARAT,468,Kachchh,3723,Rapar,506551,Davri
24,GUJARAT,468,Kachchh,3723,Rapar,506552,Rav Moti
24,GUJARAT,468,Kachchh,3723,Rapar,506553,Sudana Vandh
24,GUJARAT,468,Kachchh,3723,Rapar,506554,Naranpar
24,GUJARAT,468,Kachchh,3723,Rapar,506555,Vanoi
24,GUJARAT,468,Kachchh,3723,Rapar,506556,Gavaripar
24,GUJARAT,468,Kachchh,3723,Rapar,506557,Suvai
24,GUJARAT,468,Kachchh,3723,Rapar,506558,Khengarpar
24,GUJARAT,468,Kachchh,3723,Rapar,506559,Vajepar
24,GUJARAT,468,Kachchh,3723,Rapar,506560,Jesda
24,GUJARAT,468,Kachchh,3723,Rapar,506561,Nandasar
24,GUJARAT,468,Kachchh,3723,Rapar,506562,Kalyanpar
24,GUJARAT,468,Kachchh,3723,Rapar,506563,Karuda
24,GUJARAT,468,Kachchh,3723,Rapar,506564,Umaiya
24,GUJARAT,468,Kachchh,3723,Rapar,506565,Kanpar
24,GUJARAT,468,Kachchh,3723,Rapar,506566,Hamirpar Moti
24,GUJARAT,468,Kachchh,3723,Rapar,506567,Moda
24,GUJARAT,468,Kachchh,3723,Rapar,506568,Sanva
24,GUJARAT,468,Kachchh,3723,Rapar,506569,Bambhansar
24,GUJARAT,468,Kachchh,3723,Rapar,506570,Adesar
24,GUJARAT,468,Kachchh,3723,Rapar,506571,Jadupar (Bhangera)
24,GUJARAT,468,Kachchh,3723,Rapar,506572,Lakhagadh
24,GUJARAT,468,Kachchh,3723,Rapar,506573,Bhimasar
24,GUJARAT,468,Kachchh,3723,Rapar,506574,Bharidia (Bhutakia)
24,GUJARAT,468,Kachchh,3723,Rapar,506575,Sonalva
24,GUJARAT,468,Kachchh,3723,Rapar,506576,Pragpar
24,GUJARAT,468,Kachchh,3723,Rapar,506577,Dabhunda
24,GUJARAT,468,Kachchh,3723,Rapar,506578,Nilpar
24,GUJARAT,468,Kachchh,3723,Rapar,506579,Palanpar
24,GUJARAT,468,Kachchh,3723,Rapar,506580,Trambau
24,GUJARAT,468,Kachchh,3723,Rapar,506581,Ramvav
24,GUJARAT,468,Kachchh,3723,Rapar,506582,Kuda(Kuda-Jampar)
24,GUJARAT,468,Kachchh,3723,Rapar,506583,Pagivandh
24,GUJARAT,468,Kachchh,3723,Rapar,506584,Dhadadhroni Vandh
24,GUJARAT,468,Kachchh,3723,Rapar,506585,Sarasla
24,GUJARAT,468,Kachchh,3723,Rapar,506586,Badargadh
24,GUJARAT,468,Kachchh,3723,Rapar,506587,Khirai
24,GUJARAT,468,Kachchh,3723,Rapar,506588,Sai
24,GUJARAT,468,Kachchh,3723,Rapar,506589,Tindalva Mota
24,GUJARAT,468,Kachchh,3723,Rapar,506590,Vallabhpar
24,GUJARAT,468,Kachchh,3723,Rapar,506591,Vekra
24,GUJARAT,468,Kachchh,3723,Rapar,506592,Padampar
24,GUJARAT,468,Kachchh,3723,Rapar,506593,Makhel
24,GUJARAT,468,Kachchh,3723,Rapar,506594,Taga
24,GUJARAT,468,Kachchh,3723,Rapar,506595,Vijapar
24,GUJARAT,468,Kachchh,3723,Rapar,506596,Nanda
24,GUJARAT,468,Kachchh,3723,Rapar,506597,Sukhpar
24,GUJARAT,468,Kachchh,3723,Rapar,506598,Varnun
24,GUJARAT,468,Kachchh,3723,Rapar,506599,Pandya No Gadh
24,GUJARAT,468,Kachchh,3723,Rapar,506600,Palansva
24,GUJARAT,468,Kachchh,3723,Rapar,506601,Amrapar
24,GUJARAT,468,Kachchh,3723,Rapar,506602,Somani Vandh
24,GUJARAT,468,Kachchh,3723,Rapar,506603,Mangadh
24,GUJARAT,468,Kachchh,3723,Rapar,506604,Ghanithal
24,GUJARAT,468,Kachchh,3723,Rapar,506605,Jadavas
24,GUJARAT,468,Kachchh,3723,Rapar,506606,Kidiyanagar
24,GUJARAT,468,Kachchh,3723,Rapar,506607,Chhotapar
24,GUJARAT,468,Kachchh,3723,Rapar,506608,Badalpar
24,GUJARAT,468,Kachchh,3723,Rapar,506609,Naliyatimbo
24,GUJARAT,468,Kachchh,3723,Rapar,506610,Dedarva
24,GUJARAT,468,Kachchh,3723,Rapar,506611,Govindpar
24,GUJARAT,468,Kachchh,3723,Rapar,506612,Chitrod
24,GUJARAT,468,Kachchh,3723,Rapar,506613,Rampar
24,GUJARAT,468,Kachchh,3723,Rapar,506614,khanpar
24,GUJARAT,468,Kachchh,3723,Rapar,506615,Pratap Gadh
24,GUJARAT,468,Kachchh,3723,Rapar,506616,Mevasa
24,GUJARAT,468,Kachchh,3723,Rapar,506617,Sany
24,GUJARAT,468,Kachchh,3723,Rapar,506618,Kanmer
24,GUJARAT,468,Kachchh,3723,Rapar,506619,Gagodar
24,GUJARAT,468,Kachchh,3723,Rapar,506620,Thoriari
24,GUJARAT,468,Kachchh,3723,Rapar,506621,Kumbhariya
24,GUJARAT,468,Kachchh,3723,Rapar,506622,Pethapar
24,GUJARAT,468,Kachchh,3723,Rapar,506623,Bhimdevka
24,GUJARAT,468,Kachchh,3723,Rapar,506624,Manaba
24,GUJARAT,468,Kachchh,3723,Rapar,506625,Fulpara
24,GUJARAT,468,Kachchh,3724,Bhachau,506626,Bhachau
24,GUJARAT,468,Kachchh,3724,Bhachau,506627,Dholavira
24,GUJARAT,468,Kachchh,3724,Bhachau,506628,Kharoda
24,GUJARAT,468,Kachchh,3724,Bhachau,506629,Kalyanpar
24,GUJARAT,468,Kachchh,3724,Bhachau,506630,Janan
24,GUJARAT,468,Kachchh,3724,Bhachau,506631,Ratanpar
24,GUJARAT,468,Kachchh,3724,Bhachau,506632,Gadhada
24,GUJARAT,468,Kachchh,3724,Bhachau,506633,Amarapar
24,GUJARAT,468,Kachchh,3724,Bhachau,506634,Ganeshpar
24,GUJARAT,468,Kachchh,3724,Bhachau,506635,Bambhanka
24,GUJARAT,468,Kachchh,3724,Bhachau,506636,Bapuari
24,GUJARAT,468,Kachchh,3724,Bhachau,506637,Bharudia
24,GUJARAT,468,Kachchh,3724,Bhachau,506638,Kankhoi
24,GUJARAT,468,Kachchh,3724,Bhachau,506639,Chobari
24,GUJARAT,468,Kachchh,3724,Bhachau,506640,Kadol
24,GUJARAT,468,Kachchh,3724,Bhachau,506641,Manfara
24,GUJARAT,468,Kachchh,3724,Bhachau,506642,Kakarva
24,GUJARAT,468,Kachchh,3724,Bhachau,506643,Kanthkot
24,GUJARAT,468,Kachchh,3724,Bhachau,506644,Nara
24,GUJARAT,468,Kachchh,3724,Bhachau,506645,Gamdau
24,GUJARAT,468,Kachchh,3724,Bhachau,506646,Toraniya
24,GUJARAT,468,Kachchh,3724,Bhachau,506647,Jadsa
24,GUJARAT,468,Kachchh,3724,Bhachau,506648,Vamka
24,GUJARAT,468,Kachchh,3724,Bhachau,506649,May
24,GUJARAT,468,Kachchh,3724,Bhachau,506650,Kharoi
24,GUJARAT,468,Kachchh,3724,Bhachau,506651,Ner
24,GUJARAT,468,Kachchh,3724,Bhachau,506652,Baniari
24,GUJARAT,468,Kachchh,3724,Bhachau,506653,Morgar
24,GUJARAT,468,Kachchh,3724,Bhachau,506654,Amardi
24,GUJARAT,468,Kachchh,3724,Bhachau,506655,Kabrau
24,GUJARAT,468,Kachchh,3724,Bhachau,506656,Kumbhardi
24,GUJARAT,468,Kachchh,3724,Bhachau,506657,Bandhadi
24,GUJARAT,468,Kachchh,3724,Bhachau,506658,Sikara
24,GUJARAT,468,Kachchh,3724,Bhachau,506659,Meghpar (Kunjisar)
24,GUJARAT,468,Kachchh,3724,Bhachau,506660,Karmariya
24,GUJARAT,468,Kachchh,3724,Bhachau,506661,Vondhada
24,GUJARAT,468,Kachchh,3724,Bhachau,506662,Halra
24,GUJARAT,468,Kachchh,3724,Bhachau,506663,Rampar
24,GUJARAT,468,Kachchh,3724,Bhachau,506664,Adhoi (Pasakayara)
24,GUJARAT,468,Kachchh,3724,Bhachau,506665,Vasatva
24,GUJARAT,468,Kachchh,3724,Bhachau,506666,Shivlakha
24,GUJARAT,468,Kachchh,3724,Bhachau,506667,Lakadiya
24,GUJARAT,468,Kachchh,3724,Bhachau,506668,Gharana
24,GUJARAT,468,Kachchh,3724,Bhachau,506669,Lakhpat
24,GUJARAT,468,Kachchh,3724,Bhachau,506670,Vijpasar
24,GUJARAT,468,Kachchh,3724,Bhachau,506671,Vondh
24,GUJARAT,468,Kachchh,3724,Bhachau,506672,Chopadva
24,GUJARAT,468,Kachchh,3724,Bhachau,506673,Lunva
24,GUJARAT,468,Kachchh,3724,Bhachau,506674,Sukhpar
24,GUJARAT,468,Kachchh,3724,Bhachau,506675,Bhujpar
24,GUJARAT,468,Kachchh,3724,Bhachau,506676,Chirai Nani
24,GUJARAT,468,Kachchh,3724,Bhachau,506677,Chirai Moti
24,GUJARAT,468,Kachchh,3724,Bhachau,506678,Chhadavada
24,GUJARAT,468,Kachchh,3724,Bhachau,506679,Samakhiari
24,GUJARAT,468,Kachchh,3724,Bhachau,506680,Piprapati
24,GUJARAT,468,Kachchh,3724,Bhachau,506681,Rajansar
24,GUJARAT,468,Kachchh,3724,Bhachau,506682,Khodasar
24,GUJARAT,468,Kachchh,3724,Bhachau,506683,Rajthali
24,GUJARAT,468,Kachchh,3724,Bhachau,506684,Chandrodi
24,GUJARAT,468,Kachchh,3724,Bhachau,506685,Naransari
24,GUJARAT,468,Kachchh,3724,Bhachau,506686,Katariya Juna
24,GUJARAT,468,Kachchh,3724,Bhachau,506687,Katariya Nava
24,GUJARAT,468,Kachchh,3724,Bhachau,506688,Laliana
24,GUJARAT,468,Kachchh,3724,Bhachau,506689,Amaliyara
24,GUJARAT,468,Kachchh,3724,Bhachau,506690,Jangi
24,GUJARAT,468,Kachchh,3724,Bhachau,506691,Godpar
24,GUJARAT,468,Kachchh,3724,Bhachau,506692,Vandhiya
24,GUJARAT,468,Kachchh,3724,Bhachau,506693,Modpar
24,GUJARAT,468,Kachchh,3724,Bhachau,506694,Lakhapar
24,GUJARAT,468,Kachchh,3724,Bhachau,506695,Lakhdhirgadh (Alepar)
24,GUJARAT,468,Kachchh,3724,Bhachau,506696,Shikarpur
24,GUJARAT,468,Kachchh,3725,Anjar,506697,Anjar
24,GUJARAT,468,Kachchh,3725,Anjar,506698,Khirsara
24,GUJARAT,468,Kachchh,3725,Anjar,506699,Devisar
24,GUJARAT,468,Kachchh,3725,Anjar,506700,Jagatpar
24,GUJARAT,468,Kachchh,3725,Anjar,506701,Amrapar (1)
24,GUJARAT,468,Kachchh,3725,Anjar,506702,Amrapar (2)
24,GUJARAT,468,Kachchh,3725,Anjar,506703,Budharmora
24,GUJARAT,468,Kachchh,3725,Anjar,506704,Dhamadka
24,GUJARAT,468,Kachchh,3725,Anjar,506705,Dudhai
24,GUJARAT,468,Kachchh,3725,Anjar,506706,Khengarpar
24,GUJARAT,468,Kachchh,3725,Anjar,506707,Navagam
24,GUJARAT,468,Kachchh,3725,Anjar,506708,Hirapar
24,GUJARAT,468,Kachchh,3725,Anjar,506709,Chandrani
24,GUJARAT,468,Kachchh,3725,Anjar,506710,Kotda
24,GUJARAT,468,Kachchh,3725,Anjar,506711,Pashuda
24,GUJARAT,468,Kachchh,3725,Anjar,506712,Tapar
24,GUJARAT,468,Kachchh,3725,Anjar,506713,Lakhapar
24,GUJARAT,468,Kachchh,3725,Anjar,506714,Ambapar
24,GUJARAT,468,Kachchh,3725,Anjar,506715,Rapar
24,GUJARAT,468,Kachchh,3725,Anjar,506716,Khokhra
24,GUJARAT,468,Kachchh,3725,Anjar,506717,Jaru
24,GUJARAT,468,Kachchh,3725,Anjar,506718,Modsar
24,GUJARAT,468,Kachchh,3725,Anjar,506719,Sugariya
24,GUJARAT,468,Kachchh,3725,Anjar,506720,Ratnal
24,GUJARAT,468,Kachchh,3725,Anjar,506721,Ningal
24,GUJARAT,468,Kachchh,3725,Anjar,506722,Maringana
24,GUJARAT,468,Kachchh,3725,Anjar,506723,Bhadroi
24,GUJARAT,468,Kachchh,3725,Anjar,506724,Sapeda
24,GUJARAT,468,Kachchh,3725,Anjar,506725,Ratatalav
24,GUJARAT,468,Kachchh,3725,Anjar,506726,Satapar
24,GUJARAT,468,Kachchh,3725,Anjar,506727,Pashwadi Mitha
24,GUJARAT,468,Kachchh,3725,Anjar,506728,Pashwadi Khara
24,GUJARAT,468,Kachchh,3725,Anjar,506729,Ajapar
24,GUJARAT,468,Kachchh,3725,Anjar,506730,Bhimasar
24,GUJARAT,468,Kachchh,3725,Anjar,506731,Varsana
24,GUJARAT,468,Kachchh,3725,Anjar,506732,Modvadar
24,GUJARAT,468,Kachchh,3725,Anjar,506733,Varsamedi
24,GUJARAT,468,Kachchh,3725,Anjar,506734,Nagalpar Nani
24,GUJARAT,468,Kachchh,3725,Anjar,506735,Nagalpar Moti
24,GUJARAT,468,Kachchh,3725,Anjar,506736,Khambhara
24,GUJARAT,468,Kachchh,3725,Anjar,506737,Hamirpar
24,GUJARAT,468,Kachchh,3725,Anjar,506738,Vada
24,GUJARAT,468,Kachchh,3725,Anjar,506739,Lohariya Mota
24,GUJARAT,468,Kachchh,3725,Anjar,506740,Chandiya
24,GUJARAT,468,Kachchh,3725,Anjar,506741,Sarkhan
24,GUJARAT,468,Kachchh,3725,Anjar,506742,Bhalot
24,GUJARAT,468,Kachchh,3725,Anjar,506743,Makhiana
24,GUJARAT,468,Kachchh,3725,Anjar,506744,Mathda
24,GUJARAT,468,Kachchh,3725,Anjar,506745,Lohariya Nana
24,GUJARAT,468,Kachchh,3725,Anjar,506746,Pantiya
24,GUJARAT,468,Kachchh,3725,Anjar,506747,Khedoi
24,GUJARAT,468,Kachchh,3725,Anjar,506748,Sinugra
24,GUJARAT,468,Kachchh,3725,Anjar,506749,Vidi
24,GUJARAT,468,Kachchh,3725,Anjar,506750,Meghpar (Borichi)
24,GUJARAT,468,Kachchh,3725,Anjar,506751,Meghpar (Kumbhardi)
24,GUJARAT,468,Kachchh,3725,Anjar,506752,Devaliya
24,GUJARAT,468,Kachchh,3725,Anjar,506753,Mindiyala
24,GUJARAT,468,Kachchh,3725,Anjar,506754,Kumbhariya
24,GUJARAT,468,Kachchh,3725,Anjar,506755,Bhuvad
24,GUJARAT,468,Kachchh,3725,Anjar,506756,Chandroda
24,GUJARAT,468,Kachchh,3725,Anjar,506757,Valadiya Bitta (East)
24,GUJARAT,468,Kachchh,3725,Anjar,506758,Mathak
24,GUJARAT,468,Kachchh,3725,Anjar,506759,Tuna
24,GUJARAT,468,Kachchh,3725,Anjar,506760,Rampar
24,GUJARAT,468,Kachchh,3725,Anjar,506761,Sanghad
24,GUJARAT,468,Kachchh,3725,Anjar,506762,Valadiya Bitta (West)
24,GUJARAT,468,Kachchh,3725,Anjar,506763,Nagavaladiya
24,GUJARAT,468,Kachchh,3725,Anjar,506764,Vira
24,GUJARAT,468,Kachchh,3725,Anjar,506765,Chandrapar
24,GUJARAT,468,Kachchh,3726,Bhuj,506766,Bhuj
24,GUJARAT,468,Kachchh,3726,Bhuj,506767,Luna
24,GUJARAT,468,Kachchh,3726,Bhuj,506768,Bhitara Mota
24,GUJARAT,468,Kachchh,3726,Bhuj,506769,Udhmo
24,GUJARAT,468,Kachchh,3726,Bhuj,506770,Gorewali
24,GUJARAT,468,Kachchh,3726,Bhuj,506771,Khavda
24,GUJARAT,468,Kachchh,3726,Bhuj,506772,Ratadiya
24,GUJARAT,468,Kachchh,3726,Bhuj,506773,Dinara
24,GUJARAT,468,Kachchh,3726,Bhuj,506774,Dhrobana
24,GUJARAT,468,Kachchh,3726,Bhuj,506775,Kuran
24,GUJARAT,468,Kachchh,3726,Bhuj,506776,Kunariya  (Jam)
24,GUJARAT,468,Kachchh,3726,Bhuj,506777,Juna
24,GUJARAT,468,Kachchh,3726,Bhuj,506778,Sadhara
24,GUJARAT,468,Kachchh,3726,Bhuj,506779,Andhau
24,GUJARAT,468,Kachchh,3726,Bhuj,506780,Dhoravar
24,GUJARAT,468,Kachchh,3726,Bhuj,506781,Ludiya
24,GUJARAT,468,Kachchh,3726,Bhuj,506782,Godpar (Khavda)
24,GUJARAT,468,Kachchh,3726,Bhuj,506783,Khari
24,GUJARAT,468,Kachchh,3726,Bhuj,506784,Soyla
24,GUJARAT,468,Kachchh,3726,Bhuj,506785,Mithdi
24,GUJARAT,468,Kachchh,3726,Bhuj,506786,Bhagadio
24,GUJARAT,468,Kachchh,3726,Bhuj,506787,Shervo
24,GUJARAT,468,Kachchh,3726,Bhuj,506788,Hodka
24,GUJARAT,468,Kachchh,3726,Bhuj,506789,Bhirandiyara
24,GUJARAT,468,Kachchh,3726,Bhuj,506790,Dedhiya  Nana-Mota
24,GUJARAT,468,Kachchh,3726,Bhuj,506791,Daddhar Nani
24,GUJARAT,468,Kachchh,3726,Bhuj,506792,Daddhar Moti
24,GUJARAT,468,Kachchh,3726,Bhuj,506793,Misariyado
24,GUJARAT,468,Kachchh,3726,Bhuj,506794,Bhojardo
24,GUJARAT,468,Kachchh,3726,Bhuj,506795,Berdo
24,GUJARAT,468,Kachchh,3726,Bhuj,506796,Raiyada
24,GUJARAT,468,Kachchh,3726,Bhuj,506797,Kharod
24,GUJARAT,468,Kachchh,3726,Bhuj,506798,Dhori
24,GUJARAT,468,Kachchh,3726,Bhuj,506799,Sumarasar -Shekhvali
24,GUJARAT,468,Kachchh,3726,Bhuj,506800,Loria
24,GUJARAT,468,Kachchh,3726,Bhuj,506801,Palara
24,GUJARAT,468,Kachchh,3726,Bhuj,506802,Juriya
24,GUJARAT,468,Kachchh,3726,Bhuj,506803,Kamaguna
24,GUJARAT,468,Kachchh,3726,Bhuj,506804,Traya Bhakhari
24,GUJARAT,468,Kachchh,3726,Bhuj,506805,Mod Bhakhari
24,GUJARAT,468,Kachchh,3726,Bhuj,506806,Notiyar Bhakhari
24,GUJARAT,468,Kachchh,3726,Bhuj,506807,Nokhaniya
24,GUJARAT,468,Kachchh,3726,Bhuj,506808,Kunaria Nana-Mota
24,GUJARAT,468,Kachchh,3726,Bhuj,506809,Kotay
24,GUJARAT,468,Kachchh,3726,Bhuj,506810,Fulay
24,GUJARAT,468,Kachchh,3726,Bhuj,506811,Dhrang
24,GUJARAT,468,Kachchh,3726,Bhuj,506812,Lodai
24,GUJARAT,468,Kachchh,3726,Bhuj,506813,Vantra
24,GUJARAT,468,Kachchh,3726,Bhuj,506814,Dharampur
24,GUJARAT,468,Kachchh,3726,Bhuj,506815,Jawaharnagar
24,GUJARAT,468,Kachchh,3726,Bhuj,506816,Lothia
24,GUJARAT,468,Kachchh,3726,Bhuj,506817,Modsar
